10/21/2009,5:05:41 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,5:05:41 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,5:05:41 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,5:05:41 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,5:05:41 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,5:05:41 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,5:05:41 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,5:05:41 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,5:05:41 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: The server name or address could not be resolved
"
10/21/2009,5:05:39 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,5:05:39 PM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: The server name or address could not be resolved
"
10/21/2009,3:44:34 PM,LicenseService,Error,None,202,N/A,ALPHA,The product Windows Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/21/2009,3:44:34 PM,LicenseService,Error,None,202,N/A,ALPHA,The product Microsoft Exchange 2000 Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/21/2009,9:29:34 AM,LicenseService,Error,None,202,N/A,ALPHA,The product Windows Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/21/2009,9:29:34 AM,LicenseService,Error,None,202,N/A,ALPHA,The product Microsoft Exchange 2000 Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/21/2009,6:29:58 AM,SceCli,Information,None,1704,N/A,ALPHA,Security policy in the Group policy objects has been applied successfully.
10/21/2009,3:14:34 AM,LicenseService,Error,None,202,N/A,ALPHA,The product Windows Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/21/2009,3:14:34 AM,LicenseService,Error,None,202,N/A,ALPHA,The product Microsoft Exchange 2000 Server is out of licenses.  Use Licensing from the Administrative Tools folder for more information on which users are out of compliance and how many licenses should be purchased.
10/21/2009,3:09:22 AM,crypt32,Warning,None,6,N/A,ALPHA,Reached crypt32 threshold of 50 events and will suspend logging for 60 minutes
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:22 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: The server name or address could not be resolved
"
10/21/2009,3:09:20 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,3:09:20 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: The server name or address could not be resolved
"
10/21/2009,1:05:57 AM,crypt32,Warning,None,6,N/A,ALPHA,Reached crypt32 threshold of 50 events and will suspend logging for 60 minutes
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
10/21/2009,1:05:57 AM,crypt32,Error,None,8,N/A,ALPHA,"Failed auto update retrieval of third-party root list sequence number from: <http://www.download.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootseq.txt> with error: This network connection does not exist.
"
