StarId,StarName
9646199.813,V0494 Car 
9647223.079,V6133 Sgr 
9648246.345,V2024 Aql 
9649269.612,V2653 Cyg 
9650292.878,V1536 Sco 
9651316.144,IW    Hya 
9652339.41,NP    Eri 
9653362.676,V0666 Ser 
9654385.942,V0416 CVn 
9655409.208,V0668 Lac 
9656432.474,V1891 Cyg 
9657455.74,V4363 Sgr 
9658479.006,V1675 Sco 
9659502.272,AF    Hyi 
9660525.539,V1465 Sco 
9661548.805,V1057 Oph 
9662572.071,V0738 Her 
9663595.337,V2938 Sgr 
9664618.603,V5013 Sgr 
9665641.869,R     Tri 
9666665.135,V0460 Nor 
9667688.401,V0564 Pup 
9668711.667,V1644 Cen 
9669734.933,mu.   Sgr 
9670758.199,V2747 Oph 
9671781.465,V1881 Ori 
9672804.732,V5545 Sgr 
9673827.998,CG    Hya 
9674851.264,V1015 Her 
9675874.53,IM    Del 
9676897.796,LT    TrA 
9677921.062,V0337 Boo 
9678944.328,V1128 Cas 
9679967.594,V1255 Sgr 
9680990.86,BR    And 
9682014.126,V2873 Cyg 
9683037.392,V1429 Sgr 
9684060.659,V0432 Cam 
9685083.925,V1916 Ori 
9686107.191,V3930 Oph 
9687130.457,V1173 Ara 
9688153.723,V3260 Sgr 
9689176.989,IK    Peg 
9690200.255,NT    Mus 
9691223.521,V4480 Sgr 
9692246.787,V0712 Lac 
9693270.053,V6527 Sgr 
9694293.319,FQ    TrA 
9695316.585,YZ    Crt 
9696339.852,IZ    Cyg 
9697363.118,BX    Scl 
9698386.384,AT    TrA 
9699409.65,V0448 Aql 
9700432.916,EM    Her 
9701456.182,V1445 Her 
9702479.448,V0556 Car 
9703502.714,V1256 Cen 
9704525.98,V0344 Lyn 
9705549.246,OY    Pav 
9706572.512,AH    Sct 
9707595.779,V1046 Her 
9708619.045,RR    Ind 
9709642.311,V3256 Sgr 
9710665.577,V2298 Cyg 
9711688.843,V0731 Tau 
9712712.109,V1345 Cyg 
9713735.375,BU    Car 
9714758.641,EI    Vel 
9715781.907,HX    Tel 
9716805.173,HI    Aqr 
9717828.439,V0766 Mon 
9718851.705,KQ    Sge 
9719874.972,DP    Per 
9720898.238,V2399 Ori 
9721921.504,GO    Cen 
9722944.77,V4023 Sgr 
9723968.036,V2142 Sgr 
9724991.302,V0395 Cen 
9726014.568,V1472 Cyg 
9727037.834,V0732 Lyr 
9728061.1,V1439 Cyg 
9729084.366,V0941 Ara 
9730107.632,V0525 Ara 
9731130.899,V1847 Ori 
9732154.165,V0452 Mon 
9733177.431,V0759 Ori 
9734200.697,GO    Tau 
9735223.963,V0578 Lyr 
9736247.229,V1871 Aql 
9737270.495,FN    Cas 
9738293.761,V3148 Cyg 
9739317.027,AP    Sco 
9740340.293,AZ    Cap 
9741363.559,BT    Car 
9742386.825,BO    Cam 
9743410.092,V1116 Oph 
9744433.358,V0473 Gem 
9745456.624,HH    Cet 
9746479.89,DE    Cep 
9747503.156,KT    Lup 
9748526.422,RS    Cep 
9749549.688,V1034 Sgr 
9750572.954,V0407 Tel 
9751596.22,V0547 Vir 
9752619.486,V0591 Sco 
9753642.752,DD    Oct 
9754666.019,ZZ    Phe 
9755689.285,RU    Tau 
9756712.551,V0861 Cyg 
9757735.817,V5482 Sgr 
9758759.083,V0853 Aur 
9759782.349,VX    Nor 
9760805.615,EU    Cep 
9761828.881,SY    Cir
9762852.147,V5730 Sgr 
9763875.413,V2130 Ori 
9764898.679,V0895 Tau 
9765921.945,CZ    CMa 
9766945.212,V1242 Cas 
9767968.478,V0434 Sct 
9768991.744,AP    Pyx 
9770015.01,V0392 Pup 
9771038.276,V1822 Oph 
9772061.542,V1556 Sco 
9773084.808,V5387 Sgr 
9774108.074,V1267 Cyg 
9775131.34,V0813 Ara 
9776154.606,V0507 Cyg 
9777177.872,V0729 Pup 
9778201.138,EU    Cen 
9779224.405,AF    Crv 
9780247.671,V0399 Del 
9781270.937,V0443 Cas 
9782294.203,V0977 Her 
9783317.469,V1044 Cen 
9784340.735,V0399 Aqr 
9785364.001,V0578 Car 
9786387.267,FY    Oct 
9787410.533,V0433 Ara 
9788433.799,V0355 Lib 
9789457.065,V0350 Lyn 
9790480.332,V0467 Car 
9791503.598,V0588 Cep 
9792526.864,V0410 Ori 
9793550.13,AO    Cnc 
9794573.396,FH    Cet 
9795596.662,V1474 Sco 
9796619.928,V0549 Aql 
9797643.194,KL    Pup 
9798666.46,V3798 Oph 
9799689.726,V2496 Cyg 
9800712.992,AG    Cyg 
9801736.258,AW    Eri 
9802759.525,UZ    UMa 
9803782.791,BS    Leo 
9804806.057,EK    Cet 
9805829.323,V0362 Car 
9806852.589,V1474 Sgr 
9807875.855,V5271 Sgr 
9808899.121,FI    Lib 
9809922.387,V0958 Tau 
9810945.653,V0497 Cen 
9811968.919,V0721 CrA 
9812992.185,V1526 Oph 
9814015.452,YZ    Cas 
9815038.718,V1475 Cyg 
9816061.984,FR    CMa 
9817085.25,DZ    Pup 
9818108.516,NV    Cnc 
9819131.782,V0637 Sgr 
9820155.048,V0496 Per 
9821178.314,V1489 Her 
9822201.58,V0813 Lac 
9823224.846,NR    Hya 
9824248.112,CX    Pup 
9825271.378,V0533 Oph 
9826294.645,V4628 Sgr 
9827317.911,V0878 Cyg 
9828341.177,CP    CrA 
9829364.443,CY    Lup 
9830387.709,V2974 Oph 
9831410.975,V0626 Ara 
9832434.241,V1006 Tau 
9833457.507,DN    Her 
9834480.773,GI    Aql 
9835504.039,CF    Mon 
9836527.305,V1618 Sco 
9837550.572,GZ    Pav 
9838573.838,V0771 Tau 
9839597.104,V0534 Peg 
9840620.37,KZ    Psc 
9841643.636,VV    Ori 
9842666.902,V2056 Cyg 
9843690.168,FP    Eri 
9844713.434,V1286 Cas 
9845736.7,V0615 Lyr 
9846759.966,V1919 Sgr 
9847783.232,W     Lyr 
9848806.498,AT    Cyg 
9849829.765,V1290 Sco 
9850853.031,V0503 Vul 
9851876.297,V0528 Ara 
9852899.563,UU    Tri 
9853922.829,V1488 Her 
9854946.095,EY    Cet 
9855969.361,V3072 Sgr 
9856992.627,CF    Ara 
9858015.893,V0372 Sct 
9859039.159,V0878 Her 
9860062.425,CS    Oph 
9861085.692,V0985 Her 
9862108.958,V0950 Cyg 
9863132.224,V0728 Lac 
9864155.49,V3289 Sgr 
9865178.756,GI    Lyr 
9866202.022,V0372 Lup 
9867225.288,QR    Pav 
9868248.554,V0798 Lac 
9869271.82,V0747 Cyg 
9870295.086,PT    Oph 
9871318.352,V3990 Sgr 
9872341.618,V0666 Aur 
9873364.885,Y     Psc 
9874388.151,V1071 Cas 
9875411.417,V0435 Aps 
9876434.683,AK    Aur 
9877457.949,V0402 Lup 
9878481.215,V0831 Ara 
9879504.481,FS    Gem 
9880527.747,V0726 Her 
9881551.013,MS    Com 
9882574.279,V3406 Sgr 
9883597.545,V0450 Gem 
9884620.812,KW    Psc 
9885644.078,TW    Men 
9886667.344,V0607 Ori 
9887690.61,DY    Ser 
9888713.876,V0714 Cas 
9889737.142,FW    Lac 
9890760.408,V0594 Vul 
9891783.674,LM    Vul 
9892806.94,V1306 Sco 
9893830.206,V0996 Cas 
9894853.472,V3057 Sgr 
9895876.738,V0508 Lyr 
9896900.005,IW    CrA 
9897923.271,V0797 Aur 
9898946.537,GH    Peg 
9899969.803,MX    Lib 
9900993.069,TZ    Psc 
9902016.335,V0538 Per 
9903039.601,V1933 Oph 
9904062.867,HH    Cyg 
9905086.133,SX    Eri 
9906109.399,V1156 Cyg 
9907132.665,UV    CMi 
9908155.931,V0432 Tel 
9909179.198,PT    Vel 
9910202.464,BH    Tri 
9911225.73,AQ    Com 
9912248.996,V0346 Car 
9913272.262,V1759 Ori 
9914295.528,V0398 Vel 
9915318.794,GU    Lyn 
9916342.06,SV    Hya 
9917365.326,V0392 Pav 
9918388.592,V0554 Vul 
9919411.858,V4527 Sgr 
9920435.125,TU    Ari 
9921458.391,V3613 Oph 
9922481.657,V0366 Del 
9923504.923,V3032 Oph 
9924528.189,V0709 Tau 
9925551.455,V2219 Ori 
9926574.721,AG    Ant 
9927597.987,CZ    Pup 
9928621.253,V1070 Oph 
9929644.519,V0454 Per 
9930667.785,HH    Cam 
9931691.051,V5623 Sgr 
9932714.318,V0393 Hya 
9933737.584,V0667 Sgr 
9934760.85,BO    Dra 
9935784.116,AX    Mus 
9936807.382,MU    Sgr 
9937830.648,AU    TrA 
9938853.914,V0618 Vir 
9939877.18,NW    Mon 
9940900.446,OZ    CMa 
9941923.712,V0787 Per 
9942946.978,V1306 Cen 
9943970.245,V1863 Cen 
9944993.511,CF    Oct 
9946016.777,KZ    UMa 
9947040.043,V2430 Cyg 
9948063.309,V0371 Oph 
9949086.575,V0659 Ser 
9950109.841,KU    Lib 
9951133.107,DD    Vul 
9952156.373,V1528 Aql 
9953179.639,V0773 Cen 
9954202.905,SS    Ari 
9955226.171,V1492 Cyg 
9956249.438,V0640 Pup 
9957272.704,V0663 Cyg 
9958295.97,V3649 Oph 
9959319.236,V0735 Car 
9960342.502,V0725 Her 
9961365.768,V0342 Aur 
9962389.034,EU    Ara 
9963412.3,V4003 Sgr 
9964435.566,CY    Lep 
9965458.832,V2505 Cyg 
9966482.098,V3676 Sgr 
9967505.365,V2887 Oph 
9968528.631,V0522 Sct 
9969551.897,AN    Cep 
9970575.163,V6573 Sgr 
9971598.429,V5774 Sgr 
9972621.695,V4591 Sgr 
9973644.961,V0656 Her 
9974668.227,V1074 Her 
9975691.493,V3903 Oph 
9976714.759,V1192 Tau 
9977738.025,IU    Vir 
9978761.291,LY    Sge 
9979784.558,V0420 And 
9980807.824,V0521 Sgr 
9981831.09,V0954 Mon 
9982854.356,V4873 Sgr 
9983877.622,CX    Lep 
9984900.888,V0392 Tau 
9985924.154,V3432 Oph 
9986947.42,V3067 Cyg 
9987970.686,V1231 Tau 
9988993.952,V0562 Lac 
9990017.218,UZ    Cir
9991040.485,CW    Hyi 
9992063.751,V0388 Del 
9993087.017,V2396 Sgr 
9994110.283,V2616 Cyg 
9995133.549,V0421 Vul 
9996156.815,V0346 Vul 
9997180.081,V0626 Sgr 
9998203.347,V0901 Per 
9999226.613,SV    Vel 
10000249.88,V0760 Sgr 
10001273.15,NR    Sgr 
10002296.41,OQ    CVn 
10003319.68,VZ    Ret 
10004342.94,AK    Tuc 
10005366.21,V2099 Oph 
10006389.48,YZ    Hya 
10007412.74,V2277 Ori 
10008436.01,V1481 Oph 
10009459.27,V0426 Vir 
10010482.54,V1209 Tau 
10011505.81,V0655 Cen 
10012529.07,AM    Cnc 
10013552.34,V1440 Oph 
10014575.6,HP    Cnc 
10015598.87,V1633 Ori 
10016622.14,V0720 Tau 
10017645.4,V0412 Lup 
10018668.67,V4498 Sgr 
10019691.93,QX    UMa 
10020715.2,IP    Lyr 
10021738.47,V0904 Tau 
10022761.73,V0528 Peg 
10023785,V5335 Sgr 
10024808.27,IM    TrA 
10025831.53,V2546 Cyg 
10026854.8,V0476 Cam 
10027878.06,V4094 Sgr 
10028901.33,V6201 Sgr 
10029924.6,V0483 Sco 
10030947.86,V0416 Cas 
10031971.13,V0778 Her 
10032994.39,V0566 Cam 
10034017.66,V0610 Hya 
10035040.93,V1213 Aql 
10036064.19,EE    Lib 
10037087.46,V2420 Sgr 
10038110.72,HK    Lyn 
10039133.99,VZ    Pyx 
10040157.26,WW    Mic 
10041180.52,V0555 Ser 
10042203.79,V0580 Oph 
10043227.05,V0718 Lac 
10044250.32,V4296 Oph 
10045273.59,V0343 Lyn 
10046296.85,HO    Mus 
10047320.12,SU    Cir
10048343.39,V0644 Sct 
10049366.65,RY    Ser 
10050389.92,V2406 Sgr 
10051413.18,V4601 Sgr 
10052436.45,CL    Tuc 
10053459.72,SS    Cae 
10054482.98,BW    Tuc 
10055506.25,V0338 Sge 
10056529.51,FH    And 
10057552.78,V1792 Sgr 
10058576.05,V1942 Oph 
10059599.31,FZ    Vir 
10060622.58,IK    Cen 
10061645.84,BW    CrA 
10062669.11,OY    Lyn 
10063692.38,BX    Sgr 
10064715.64,V2834 Ori 
10065738.91,V0770 Cep 
10066762.17,CZ    Ari 
10067785.44,V5176 Sgr 
10068808.71,QY    Per 
10069831.97,V1624 Ori 
10070855.24,V2925 Cyg 
10071878.51,OS    Car 
10072901.77,V0338 Oph 
10073925.04,RS    CrA 
10074948.3,V1962 Ori 
10075971.57,V0837 Cyg 
10076994.84,SU    Nor 
10078018.1,V0757 Tau 
10079041.37,V3222 Sgr 
10080064.63,AH    UMa 
10081087.9,KT    Oph 
10082111.17,V0648 Car 
10083134.43,CQ    Nor 
10084157.7,V5633 Sgr 
10085180.96,V1106 Sco 
10086204.23,HS    Mon 
10087227.5,BC    Cha
10088250.76,FO    Del 
10089274.03,V0505 Tel 
10090297.29,V2009 Oph 
10091320.56,BO    Del 
10092343.83,V2243 Ori 
10093367.09,IY    Aql 
10094390.36,OW    Aps 
10095413.63,V1617 Oph 
10096436.89,V0803 Sco 
10097460.16,V1379 Tau 
10098483.42,V0745 CrA 
10099506.69,RX    Lyn 
10100529.96,AU    Aqr 
10101553.22,V1348 Aql 
10102576.49,V1783 Aql 
10103599.75,V4988 Sgr 
10104623.02,V3697 Sgr 
10105646.29,V0457 Her 
10106669.55,GN    Com 
10107692.82,RY    CVn 
10108716.08,LX    CMa 
10109739.35,V1229 Her 
10110762.62,AI    Ser 
10111785.88,V1659 Sco*
10112809.15,V4712 Sgr 
10113832.41,V1684 Cen 
10114855.68,LP    Nor 
10115878.95,OS    Her 
10116902.21,BF    Pav 
10117925.48,BP    Leo 
10118948.75,YZ    Mon 
10119972.01,V5617 Sgr 
10120995.28,V1144 Tau 
10122018.54,V4056 Oph 
10123041.81,OV    Tel 
10124065.08,UW    Pyx 
10125088.34,NR    And 
10126111.61,U     Equ 
10127134.87,AT    Vir 
10128158.14,OP    Mon 
10129181.41,DE    Her 
10130204.67,HK    CrA 
10131227.94,V1022 Sgr 
10132251.2,PU    Aur 
10133274.47,V6227 Sgr 
10134297.74,V1902 Cen 
10135321,V0365 Pav 
10136344.27,V0585 Ara 
10137367.53,BP    Pav 
10138390.8,V2080 Cyg 
10139414.07,V2154 Ori 
10140437.33,V0597 Ser 
10141460.6,FK    CMa 
10142483.87,V1284 Sco 
10143507.13,HO    Aur 
10144530.4,V2131 Sgr 
10145553.66,BD    UMi 
10146576.93,gam   Boo 
10147600.2,CI    Pyx 
10148623.46,V2511 Cyg 
10149646.73,BD    Cnc 
10150669.99,V1619 Her 
10151693.26,RZ    PsA 
10152716.53,V0440 Aqr 
10153739.79,CR    Cyg 
10154763.06,V2236 Sgr 
10155786.32,V0837 Aur 
10156809.59,V2542 Cyg 
10157832.86,BM    TrA 
10158856.12,V0644 Tau 
10159879.39,V2480 Cyg 
10160902.65,V2222 Cyg 
10161925.92,V1038 Cep 
10162949.19,V0465 Ser 
10163972.45,V0555 Oph 
10164995.72,BZ    Phe 
10166018.99,UY    Nor 
10167042.25,V0566 Aql 
10168065.52,AH    Mus 
10169088.78,V0438 Aps 
10170112.05,KZ    Aur 
10171135.32,EG    Pup 
10172158.58,V1417 Aql 
10173181.85,V1752 Sgr 
10174205.11,CZ    Ori 
10175228.38,V1948 Sgr 
10176251.65,V2635 Sgr 
10177274.91,RY    Ant 
10178298.18,V4922 Sgr 
10179321.44,V3531 Oph 
10180344.71,CE    Tri 
10181367.98,V0905 Oph 
10182391.24,V0510 Nor 
10183414.51,AN    Ori 
10184437.77,V0464 Sct 
10185461.04,BO    Sgr 
10186484.31,V0396 Boo 
10187507.57,GW    Cas 
10188530.84,V2700 Cyg 
10189554.11,V0785 Tau 
10190577.37,V1141 Aql 
10191600.64,HL    Pav 
10192623.9,V1295 Cyg 
10193647.17,V1104 Ara 
10194670.44,V1460 Aql 
10195693.7,V0511 Oph 
10196716.97,V2843 Sgr 
10197740.23,V0536 Peg 
10198763.5,LO    Peg 
10199786.77,V6517 Sgr 
10200810.03,V1597 Ori 
10201833.3,V3189 Oph 
10202856.56,NN    Boo 
10203879.83,V0338 Car 
10204903.1,V0939 Cep 
10205926.36,OZ    Sgr 
10206949.63,V0364 Oph 
10207972.89,U     Aur 
10208996.16,BR    Gru 
10210019.43,V2259 Sgr 
10211042.69,V0615 Lac 
10212065.96,NS    Cnc 
10213089.23,AB    Col 
10214112.49,BR    Sgr 
10215135.76,V2138 Ori 
10216159.02,V1730 Aql 
10217182.29,MV    Del 
10218205.56,IK    CVn 
10219228.82,V2298 Sgr 
10220252.09,TX    Cet 
10221275.35,V0776 CrA 
10222298.62,V0495 Mon 
10223321.89,V0481 Lac 
10224345.15,BL    Lyr 
10225368.42,V0670 Aql 
10226391.68,V0470 Aps 
10227414.95,IP    Lyn 
10228438.22,TW    Lup 
10229461.48,CU    Tuc 
10230484.75,V0900 Cyg 
10231508.01,V0587 Ara 
10232531.28,TY    Vul 
10233554.55,V0487 Aqr 
10234577.81,V0797 Cen 
10235601.08,V2864 Oph 
10236624.35,V0707 Sgr 
10237647.61,V1779 Aql 
10238670.88,V1035 Ara 
10239694.14,V4201 Oph 
10240717.41,V0767 Lac 
10241740.68,V1840 Cen 
10242763.94,V0370 Sco 
10243787.21,V4451 Sgr 
10244810.47,CH    Lyr 
10245833.74,V1148 Aql 
10246857.01,V4290 Oph 
10247880.27,V4611 Sgr 
10248903.54,V2502 Cyg 
10249926.8,V1007 Cen 
10250950.07,V0461 Cam 
10251973.34,NO    Leo 
10252996.6,V0980 Per 
10254019.87,V3427 Sgr 
10255043.13,V0749 Aql 
10256066.4,V3813 Sgr 
10257089.67,V1357 Aql 
10258112.93,KQ    Peg 
10259136.2,TY    Peg 
10260159.47,V6541 Sgr 
10261182.73,V3629 Oph 
10262206,V0703 Tau 
10263229.26,V1602 Cyg 
10264252.53,SZ    Aps 
10265275.8,LX    TrA 
10266299.06,V0430 Vel 
10267322.33,SS    Cep 
10268345.59,V0835 Tau 
10269368.86,V0439 Dra 
10270392.13,AU    Dor 
10271415.39,V2179 Sgr 
10272438.66,FL    CMi 
10273461.92,V1111 Oph 
10274485.19,V0490 Cen 
10275508.46,V0711 Sco 
10276531.72,V0578 Vir 
10277554.99,V2000 Cyg 
10278578.25,V1841 Sgr 
10279601.52,V3935 Sgr 
10280624.79,V0781 Cen 
10281648.05,IR    Cam 
10282671.32,V0649 Ser 
10283694.59,V4997 Sgr 
10284717.85,V0487 Tel 
10285741.12,CF    Dra 
10286764.38,EV    Boo 
10287787.65,QR    Ori 
10288810.92,V1012 Cep 
10289834.18,V0569 Sct 
10290857.45,V0559 Sct 
10291880.71,V0474 Per 
10292903.98,V0706 Ori 
10293927.25,V0525 Lyr 
10294950.51,BN    Pup 
10295973.78,V0903 Aql 
10296997.04,HY    CVn 
10298020.31,V0401 Boo 
10299043.58,LO    UMa 
10300066.84,AR    And 
10301090.11,V2027 Sgr 
10302113.37,V0788 Lyr 
10303136.64,V1702 Sco 
10304159.91,V6275 Sgr 
10305183.17,TW    Lyn 
10306206.44,HU    Sct 
10307229.71,V1046 Oph 
10308252.97,UW    UMa 
10309276.24,HO    Cnc 
10310299.5,KS    Leo 
10311322.77,BM    CMi 
10312346.04,XZ    Aps 
10313369.3,EF    Hya 
10314392.57,V1793 Oph 
10315415.83,V0582 Dra 
10316439.1,V1263 Sco 
10317462.37,V0840 Sgr 
10318485.63,V0527 CrA 
10319508.9,V2970 Sgr 
10320532.16,V3661 Oph 
10321555.43,V2255 Oph 
10322578.7,V1074 Oph 
10323601.96,CZ    Del 
10324625.23,V1559 Sgr 
10325648.49,V0609 Peg 
10326671.76,DM    Aqr 
10327695.03,V2090 Cyg 
10328718.29,V1379 Oph 
10329741.56,V1006 Sgr 
10330764.83,IO    Aur 
10331788.09,AH    Crt 
10332811.36,BD    Pup 
10333834.62,UY    CrB 
10334857.89,V0596 Her 
10335881.16,V0388 Sge 
10336904.42,YY    Hya 
10337927.69,FY    CMa 
10338950.95,KK    Lyn 
10339974.22,RW    Ari 
10340997.49,RY    Cet 
10342020.75,VW    Ara 
10343044.02,V1755 Sgr 
10344067.28,V0995 Cas 
10345090.55,HQ    Tel 
10346113.82,V3014 Cyg 
10347137.08,KU    Dra 
10348160.35,V0922 Cen 
10349183.61,RT    Oct 
10350206.88,V1554 Sco 
10351230.15,V0427 Per 
10352253.41,FR    Aps 
10353276.68,SZ    CrA 
10354299.95,V0441 Mon 
10355323.21,V0382 Lyn 
10356346.48,V0892 Cep 
10357369.74,V1247 Ori 
10358393.01,BQ    CrB 
10359416.28,V0363 Sco 
10360439.54,V6428 Sgr 
10361462.81,V1814 Aql 
10362486.07,DQ    Hyi 
10363509.34,V0616 Cam 
10364532.61,V3209 Oph 
10365555.87,V0692 Per 
10366579.14,CE    Aur 
10367602.4,V1247 Aql 
10368625.67,V0552 Cen 
10369648.94,V6169 Sgr 
10370672.2,V1296 Sgr 
10371695.47,HP    Ara 
10372718.73,V0400 Lyr 
10373742,V1076 Her 
10374765.27,V2121 Ori 
10375788.53,V0756 Peg 
10376811.8,XX    Per 
10377835.07,PU    Com 
10378858.33,FT    Pup 
10379881.6,V0414 Aql 
10380904.86,V4034 Oph 
10381928.13,V2571 Ori 
10382951.4,HV    Sgr 
10383974.66,V0357 Vul 
10384997.93,KN    Lyr 
10386021.19,V1363 Cen 
10387044.46,IO    Dra 
10388067.73,V0470 Ori 
10389090.99,V1061 Aql 
10390114.26,V1079 Sgr 
10391137.52,V0826 Lac 
10392160.79,KQ    Lac 
10393184.06,V1197 Ori 
10394207.32,V3950 Sgr 
10395230.59,V1766 Oph 
10396253.85,QU    Ara 
10397277.12,V3665 Sgr 
10398300.39,CU    CMi 
10399323.65,NR    Lyn 
10400346.92,V0515 Cyg 
10401370.19,V0545 Oph 
10402393.45,MW    Del 
10403416.72,DY    Per 
10404439.98,BY    Gru 
10405463.25,V1554 Oph 
10406486.52,V0759 And 
10407509.78,QU    CMa 
10408533.05,V0447 Aqr 
10409556.31,BO    Sco 
10410579.58,CG    Aql 
10411602.85,FQ    Sct 
10412626.11,V0474 Aql 
10413649.38,V0804 Lyr 
10414672.64,V0359 Aur 
10415695.91,W     Crt 
10416719.18,CV    Ari 
10417742.44,V1026 Tau 
10418765.71,V0931 Aql 
10419788.97,UW    Her 
10420812.24,V0477 Ara 
10421835.51,V1685 Oph 
10422858.77,EW    CMa 
10423882.04,V1682 Ori 
10424905.31,V0348 CrA 
10425928.57,BE    Cep 
10426951.84,QR    Aps 
10427975.1,AZ    Cir
10428998.37,V1092 Her 
10430021.64,IU    Cen 
10431044.9,V4924 Sgr 
10432068.17,V0516 Ser 
10433091.43,V0672 Cep 
10434114.7,FI    Gem 
10435137.97,RZ    Car 
10436161.23,BS    Lup 
10437184.5,AH    CMi 
10438207.76,V1434 Cyg 
10439231.03,RW    Ori 
10440254.3,V0831 Her 
10441277.56,EU    Vul 
10442300.83,FS    Cet 
10443324.09,V3873 Oph 
10444347.36,SU    Cas 
10445370.63,YY    Cep 
10446393.89,BH    Gru 
10447417.16,V0396 CMa 
10448440.43,OO    Dra 
10449463.69,V1357 Cas 
10450486.96,V0409 Vul 
10451510.22,V0336 Peg 
10452533.49,V0337 Aps 
10453556.76,SU    Dra 
10454580.02,V1707 Aql 
10455603.29,V0752 Tau 
10456626.55,V4080 Sgr 
10457649.82,V0455 Car 
10458673.09,LT    Aps 
10459696.35,V1000 Sgr 
10460719.62,V0803 Lac 
10461742.88,ups   UMa 
10462766.15,V1790 Oph 
10463789.42,U     Cen 
10464812.68,V1623 Sco 
10465835.95,V0950 Cen 
10466859.21,BV    Her 
10467882.48,V1065 Ori 
10468905.75,V0748 Car 
10469929.01,V0395 CMa 
10470952.28,V1737 Cyg 
10471975.55,V0536 Mon 
10472998.81,V0604 Cas 
10474022.08,TV    Gem 
10475045.34,RY    LMi 
10476068.61,R     Cap 
10477091.88,V1169 Ori 
10478115.14,WW    TrA 
10479138.41,AR    Dra 
10480161.67,T     Pic 
10481184.94,DM    Vir 
10482208.21,TW    Cyg 
10483231.47,KY    Cet 
10484254.74,SZ    Cnc 
10485278,Z     Car 
10486301.27,V1478 Her 
10487324.54,V0968 Aql 
10488347.8,KS    Sct 
10489371.07,V0774 Cas 
10490394.33,SV    Sgr 
10491417.6,XZ    Men 
10492440.87,FN    Vel 
10493464.13,V0436 Sct 
10494487.4,V1277 Cyg 
10495510.67,V2745 Cyg 
10496533.93,GH    Gem 
10497557.2,V5037 Sgr 
10498580.46,NV    Lyn 
10499603.73,V5168 Sgr 
10500627,UU    Lep 
10501650.26,LN    Sct 
10502673.53,kap   Cas 
10503696.79,CG    Ant 
10504720.06,V4804 Sgr 
10505743.33,V3298 Oph 
10506766.59,EQ    Sge 
10507789.86,V0453 And 
10508813.12,NY    Ori 
10509836.39,QQ    Peg 
10510859.66,V0790 Cep 
10511882.92,QY    Vir 
10512906.19,V0495 Sco 
10513929.45,V0439 Cep 
10514952.72,WX    LMi 
10515975.99,SU    Ori 
10516999.25,V0717 Lyr 
10518022.52,GV    Tau 
10519045.79,V0710 Cep 
10520069.05,CW    Nor 
10521092.32,BE    Cru 
10522115.58,V2092 Oph 
10523138.85,PU    Oph 
10524162.12,V2595 Oph 
10525185.38,V1250 Sgr 
10526208.65,V2166 Sgr 
10527231.91,V0399 Mon 
10528255.18,V2893 Cyg 
10529278.45,CW    Sex 
10530301.71,V0500 Oph 
10531324.98,V1136 Ori 
10532348.24,V2599 Cyg 
10533371.51,V0456 And 
10534394.78,EQ    Ind 
10535418.04,V1067 Her 
10536441.31,V0850 Aql 
10537464.57,V0365 Del 
10538487.84,V0616 Sgr 
10539511.11,AD    CMa 
10540534.37,V1702 Cyg 
10541557.64,V2211 Sgr 
10542580.91,V0558 Cas 
10543604.17,V0623 Cen 
10544627.44,GL    TrA 
10545650.7,V0435 Cas 
10546673.97,V1594 Her 
10547697.24,HW    Ori 
10548720.5,V1999 Aql 
10549743.77,V1223 Tau 
10550767.03,V0726 Lac 
10551790.3,V2266 Sgr 
10552813.57,NZ    Aur 
10553836.83,V1807 Aql 
10554860.1,V1633 Cen 
10555883.36,V3615 Oph 
10556906.63,WX    Oct 
10557929.9,PQ    Lyn 
10558953.16,FZ    Aqr 
10559976.43,V0972 Ara 
10560999.69,OS    Com 
10562022.96,V2274 Oph 
10563046.23,V0843 Cen 
10564069.49,CZ    Oph 
10565092.76,V0526 Pup 
10566116.03,HZ    Lib 
10567139.29,V1671 Sco 
10568162.56,MN    Sct 
10569185.82,V0493 Vul 
10570209.09,V0430 Sco 
10571232.36,SV    Mus 
10572255.62,V0431 Lyr 
10573278.89,V0480 Peg 
10574302.15,EO    Boo 
10575325.42,DV    Peg 
10576348.69,V1804 Oph 
10577371.95,V2965 Cyg 
10578395.22,V4235 Sgr 
10579418.48,QQ    Tel 
10580441.75,bet   Per 
10581465.02,BI    Mic 
10582488.28,V1954 Ori 
10583511.55,AX    Lep 
10584534.81,V0457 Lup 
10585558.08,V0881 Per 
10586581.35,V5610 Sgr 
10587604.61,BC    Phe 
10588627.88,V0705 Cen 
10589651.15,V0565 Cas 
10590674.41,PV    And 
10591697.68,V2172 Ori 
10592720.94,V3912 Sgr 
10593744.21,V2976 Cyg 
10594767.48,V0627 Aur 
10595790.74,T     Tel 
10596814.01,V0389 Tel 
10597837.27,V1614 Cen 
10598860.54,LY    Dra 
10599883.81,GZ    Lib 
10600907.07,V0529 Tau 
10601930.34,V0851 Cep 
10602953.6,V4184 Oph 
10603976.87,V0536 Tau 
10605000.14,RY    Cae 
10606023.4,V0655 Mon 
10607046.67,GK    Pup 
10608069.93,V3128 Oph 
10609093.2,V0671 Oph 
10610116.47,V0373 Dra 
10611139.73,GY    Pup 
10612163,V0692 Sco 
10613186.27,V6550 Sgr 
